dp_id,port_no,rx_bytes,rx_pkts,tx_bytes,tx_pkts,duration
1,2,98862401641,65388135,3652046358,2419862,37275
2,1,3925463274,2597839,48085410682,31805993,37275
2,2,3049613272,2021155,54097916157,35782003,37275
2,3,98862407444,65388191,3652040555,2419806,37275
3,1,98186500230,64940108,474884,3294,37275
3,2,2118985920,1403191,5088622590,3368747,37275
3,3,3652046358,2419862,98862401641,65388135,37275
1,1,3652040975,2419816,100202698676,66274627,37285
1,2,100202709505,66274582,3652046778,2419872,37285
2,1,3925463274,2597839,49425738622,32692463,37285
2,2,3049613692,2021165,54097916157,35782003,37285
2,3,100202734964,66274651,3652040975,2419816,37285
3,1,99526827750,65826568,475304,3304,37285
3,2,2118985920,1403191,5088622590,3368747,37285
3,3,3652046778,2419872,100202729161,66274595,37285
1,1,3652041437,2419827,101559026222,67171670,37295
1,2,101559035539,67171624,3652047240,2419883,37295
2,1,3925463316,2597840,50782124044,33589554,37295
2,2,3049614112,2021175,54097916157,35782003,37295
2,3,101559145670,67171749,3652041437,2419827,37295
3,1,100883170416,66723621,475766,3315,37295
3,2,2118985920,1403191,5088622590,3368747,37295
3,3,3652047240,2419883,101559097531,67171665,37295
2,1,3925464828,2597841,51919290676,34341660,37305
2,2,3049614532,2021185,54097916241,35782005,37305
2,3,102696286178,67923828,3652043369,2419838,37305
1,1,3652043369,2419838,102696286178,67923828,37305
1,2,102696280375,67923772,3652049172,2419894,37305
3,1,102020378964,67475745,477698,3326,37305
3,2,2118985920,1403191,5088622590,3368747,37305
3,3,3652049172,2419894,102696280375,67923772,37305
1,1,3652043789,2419848,102696286640,67923839,37315
1,2,102696280837,67923783,3652049592,2419904,37315
2,1,3925464870,2597842,51919291516,34341680,37315
2,2,3049614910,2021194,54097916661,35782015,37315
2,3,102696286640,67923839,3652043789,2419848,37315
3,1,102020379426,67475756,478118,3336,37315
3,2,2118985920,1403191,5088622590,3368747,37315
3,3,3652049592,2419904,102696280837,67923783,37315
1,1,3652044209,2419858,102696287060,67923849,37325
1,2,102696281257,67923793,3652050012,2419914,37325
2,1,3925464870,2597842,51919292356,34341700,37325
2,2,3049615330,2021204,54097917081,35782025,37325
2,3,102696287060,67923849,3652044209,2419858,37325
3,1,102020379846,67475766,478538,3346,37325
3,2,2118985920,1403191,5088622590,3368747,37325
3,3,3652050012,2419914,102696281257,67923793,37325
1,1,3652044629,2419868,102696287438,67923858,37335
1,2,102696281635,67923802,3652050432,2419924,37335
2,1,3925464870,2597842,51919293154,34341719,37335
2,2,3049615750,2021214,54097917459,35782034,37335
2,3,102696287438,67923858,3652044629,2419868,37335
3,1,102020380224,67475775,478958,3356,37335
3,2,2118985920,1403191,5088622590,3368747,37335
3,3,3652050432,2419924,102696281635,67923802,37335
1,1,3652044629,2419868,102696287858,67923868,37345
1,2,102696282055,67923812,3652050432,2419924,37345
2,1,3925464870,2597842,51919293574,34341729,37345
2,2,3049615750,2021214,54097917879,35782044,37345
2,3,102696287858,67923868,3652044629,2419868,37345
3,1,102020380644,67475785,478958,3356,37345
3,2,2118985920,1403191,5088622590,3368747,37345
3,3,3652050432,2419924,102696282055,67923812,37345
1,1,3652044629,2419868,102696288278,67923878,37355
1,2,102696282475,67923822,3652050432,2419924,37355
3,1,102020381064,67475795,478958,3356,37355
3,2,2118985920,1403191,5088622590,3368747,37355
3,3,3652050432,2419924,102696282475,67923822,37355
2,1,3925464870,2597842,51919293994,34341739,37355
2,2,3049615750,2021214,54097918299,35782054,37355
2,3,102696288278,67923878,3652044629,2419868,37355
1,1,3652044629,2419868,102696288698,67923888,37365
1,2,102696282895,67923832,3652050432,2419924,37365
2,1,3925464870,2597842,51919294414,34341749,37365
2,2,3049615750,2021214,54097918719,35782064,37365
2,3,102696288698,67923888,3652044629,2419868,37365
3,1,102020381484,67475805,478958,3356,37365
3,2,2118985920,1403191,5088622590,3368747,37365
3,3,3652050432,2419924,102696282895,67923832,37365
1,1,3652044629,2419868,103234190468,68279648,37375
1,2,103234184665,68279592,3652050432,2419924,37375
3,1,102558283254,67831565,478958,3356,37375
3,2,2118985920,1403191,5088622590,3368747,37375
3,3,3652050432,2419924,103234184665,68279592,37375
2,1,3925464870,2597842,51919294624,34341754,37375
2,2,3049615750,2021214,54635820489,36137824,37375
2,3,103234190468,68279648,3652044629,2419868,37375
1,1,3652044671,2419869,104584776950,69172894,37385
1,2,104584771147,69172838,3652050474,2419925,37385
2,1,3925464870,2597842,51919294624,34341754,37385
2,2,3049615792,2021215,55986406971,37031070,37385
2,3,104584776950,69172894,3652044671,2419869,37385
3,1,103908869736,68724811,479000,3357,37385
3,2,2118985920,1403191,5088622590,3368747,37385
3,3,3652050474,2419925,104584771147,69172838,37385
1,1,3652044671,2419869,105933007694,70064581,37395
1,2,105933001891,70064525,3652050474,2419925,37395
3,1,105257100480,69616498,479000,3357,37395
3,2,2118985920,1403191,5088622590,3368747,37395
3,3,3652050474,2419925,105933001891,70064525,37395
2,1,3925464870,2597842,51919294624,34341754,37395
2,2,3049615792,2021215,57334637715,37922757,37395
2,3,105933007694,70064581,3652044671,2419869,37395
1,1,3652044713,2419870,107281305008,70956313,37405
1,2,107281299205,70956257,3652050516,2419926,37405
3,1,106605397794,70508230,479042,3358,37405
3,2,2118985920,1403191,5088622590,3368747,37405
3,3,3652050516,2419926,107281299205,70956257,37405
2,1,3925464870,2597842,51919294624,34341754,37405
2,2,3049615834,2021216,58682935029,38814489,37405
2,3,107281305008,70956313,3652044713,2419870,37405
2,1,3925464870,2597842,51919294624,34341754,37415
2,2,3049615834,2021216,60031279173,39706251,37415
2,3,108629653688,71848078,3652044713,2419870,37415
3,1,107953713210,71399973,479042,3358,37415
3,2,2118985920,1403191,5088622590,3368747,37415
3,3,3652050516,2419926,108629623693,71848006,37415
1,1,3652044713,2419870,108629596232,71848040,37415
1,2,108629596477,71847988,3652050516,2419926,37415
3,1,109301884986,72291621,479042,3358,37425
3,2,2118985920,1403191,5088622590,3368747,37425
3,3,3652050516,2419926,109977815125,72739667,37425
1,1,3652044713,2419870,109977734744,72739666,37425
1,2,109977744061,72739620,3652050516,2419926,37425
2,1,3925464870,2597842,51919294624,34341754,37425
2,2,3049615834,2021216,61379505381,40597935,37425
2,3,109977887456,72739767,3652044713,2419870,37425
2,1,3925464870,2597842,51919294624,34341754,37435
2,2,3049615876,2021217,62727524487,41489483,37435
2,3,111325906562,73631315,3652044755,2419871,37435
1,1,3652044755,2419871,111325753850,73631214,37435
1,2,111325763167,73631168,3652050558,2419927,37435
3,1,110649914676,73183176,479084,3359,37435
3,2,2118985920,1403191,5088622590,3368747,37435
3,3,3652050558,2419927,111325841791,73631220,37435
1,1,3652046351,2419874,112669324694,74519821,37445
1,2,112669324939,74519769,3652052154,2419930,37445
2,1,3925464912,2597843,53129342218,35142051,37445
2,2,3049617430,2021219,62860991793,41577756,37445
2,3,112669424486,74519887,3652046351,2419874,37445
3,1,111993461328,74071767,480680,3362,37445
3,2,2118985920,1403191,5088622590,3368747,37445
3,3,3652052154,2419930,112669382395,74519807,37445
1,1,3652046351,2419874,114017419358,75411418,37455
1,2,114017413555,75411362,3652052154,2419930,37455
3,1,113341512144,74963335,480680,3362,37455
3,2,2118985920,1403191,5088622590,3368747,37455
3,3,3652052154,2419930,114017413555,75411362,37455
2,1,3925464912,2597843,54477352210,36033592,37455
2,2,3049617430,2021219,62860991793,41577756,37455
2,3,114017419358,75411418,3652046351,2419874,37455
1,1,3652046351,2419874,115365613814,76303081,37465
1,2,115365608011,76303025,3652052154,2419930,37465
2,1,3925464912,2597843,55825546666,36925255,37465
2,2,3049617430,2021219,62860991793,41577756,37465
2,3,115365613814,76303081,3652046351,2419874,37465
3,1,114689706600,75854998,480680,3362,37465
3,2,2118985920,1403191,5088622590,3368747,37465
3,3,3652052154,2419930,115365608011,76303025,37465
1,1,3652046393,2419875,116713791680,77194734,37475
1,2,116713785877,77194678,3652052196,2419931,37475
2,1,3925464954,2597844,57173724532,37816908,37475
2,2,3049617430,2021219,62860991793,41577756,37475
2,3,116713791680,77194734,3652046393,2419875,37475
3,1,116037884466,76746651,480722,3363,37475
3,2,2118985920,1403191,5088622590,3368747,37475
3,3,3652052196,2419931,116713785877,77194678,37475
1,1,3652046393,2419875,118062356576,78086642,37485
1,2,118062350773,78086586,3652052196,2419931,37485
2,1,3925464954,2597844,58522354444,38708859,37485
2,2,3049617430,2021219,62860991793,41577756,37485
2,3,118062432176,78086692,3652046393,2419875,37485
3,1,117386490186,77638586,480722,3363,37485
3,2,2118985920,1403191,5088622590,3368747,37485
3,3,3652052196,2419931,118062402181,78086620,37485
1,1,3652046435,2419876,119410578290,78978324,37495
1,2,119410578535,78978272,3652052238,2419932,37495
2,1,3925464996,2597845,59870556502,39600528,37495
2,2,3049617430,2021219,62860991793,41577756,37495
2,3,119410631210,78978359,3652046435,2419876,37495
3,1,118734693756,78530256,480764,3364,37495
3,2,2118985920,1403191,5088622590,3368747,37495
3,3,3652052238,2419932,119410604239,78978289,37495
1,1,3652047947,2419877,120222461978,79515288,37505
1,2,120222456175,79515232,3652053750,2419933,37505
2,1,3925466508,2597846,60682394830,40137462,37505
2,2,3049617430,2021219,62860991961,41577760,37505
2,3,120222461978,79515288,3652047947,2419877,37505
3,1,119546554764,79067205,482276,3365,37505
3,2,2118985920,1403191,5088622590,3368747,37505
3,3,3652053750,2419933,120222456175,79515232,37505
1,1,3652047989,2419878,120222462440,79515299,37515
1,2,120222456637,79515243,3652053792,2419934,37515
3,1,119546555226,79067216,482318,3366,37515
3,2,2118985920,1403191,5088622590,3368747,37515
3,3,3652053792,2419934,120222456637,79515243,37515
2,1,3925466550,2597847,60682395292,40137473,37515
2,2,3049617430,2021219,62860992381,41577770,37515
2,3,120222462440,79515299,3652047989,2419878,37515
1,1,3652047989,2419878,120222462930,79515310,37525
1,2,120222457057,79515253,3652053792,2419934,37525
2,1,3925466550,2597847,60682395782,40137484,37525
2,2,3049617430,2021219,62860992871,41577781,37525
2,3,120222462930,79515310,3652047989,2419878,37525
3,1,119546555646,79067226,482318,3366,37525
3,2,2118985920,1403191,5088622590,3368747,37525
3,3,3652053792,2419934,120222457057,79515253,37525
1,1,3652047989,2419878,120222463350,79515320,37535
1,2,120222457477,79515263,3652053792,2419934,37535
2,1,3925466550,2597847,60682396202,40137494,37535
2,2,3049617430,2021219,62860993291,41577791,37535
2,3,120222463350,79515320,3652047989,2419878,37535
3,1,119546556066,79067236,482318,3366,37535
3,2,2118985920,1403191,5088622590,3368747,37535
3,3,3652053792,2419934,120222457477,79515263,37535
1,1,3652047989,2419878,120222463728,79515329,37545
1,2,120222457855,79515272,3652053792,2419934,37545
2,1,3925466550,2597847,60682396580,40137503,37545
2,2,3049617430,2021219,62860993669,41577800,37545
2,3,120222463728,79515329,3652047989,2419878,37545
3,1,119546556444,79067245,482318,3366,37545
3,2,2118985920,1403191,5088622590,3368747,37545
3,3,3652053792,2419934,120222457855,79515272,37545
1,1,3652047989,2419878,120222464148,79515339,37555
1,2,120222458275,79515282,3652053792,2419934,37555
3,1,119546556864,79067255,482318,3366,37555
3,2,2118985920,1403191,5088622590,3368747,37555
3,3,3652053792,2419934,120222458275,79515282,37555
2,1,3925466550,2597847,60682397000,40137513,37555
2,2,3049617430,2021219,62860994089,41577810,37555
2,3,120222464148,79515339,3652047989,2419878,37555
3,1,119546557284,79067265,482318,3366,37565
3,2,2118985920,1403191,5088622590,3368747,37565
3,3,3652053792,2419934,120222458695,79515292,37565
1,1,3652047989,2419878,120222464568,79515349,37565
1,2,120222458695,79515292,3652053792,2419934,37565
2,1,3925466550,2597847,60682397420,40137523,37565
2,2,3049617430,2021219,62860994509,41577820,37565
2,3,120222464568,79515349,3652047989,2419878,37565
1,1,3652047989,2419878,120414021738,79642049,37575
1,2,120414015865,79641992,3652053792,2419934,37575
2,1,3925466550,2597847,60682397798,40137532,37575
2,2,3049617430,2021219,63052551679,41704520,37575
2,3,120414021738,79642049,3652047989,2419878,37575
3,1,119738114454,79193965,482318,3366,37575
3,2,2118985920,1403191,5088622590,3368747,37575
3,3,3652053792,2419934,120414015865,79641992,37575
1,1,3652048031,2419879,121762205652,80533706,37585
1,2,121762199779,80533649,3652053834,2419935,37585
3,1,121086298368,80085622,482360,3367,37585
3,2,2118985920,1403191,5088622590,3368747,37585
3,3,3652053834,2419935,121762199779,80533649,37585
2,1,3925466550,2597847,60682397798,40137532,37585
2,2,3049617472,2021220,64400735593,42596177,37585
2,3,121762205652,80533706,3652048031,2419879,37585
1,1,3652048031,2419879,123110403132,81425371,37595
1,2,123110397259,81425314,3652053834,2419935,37595
2,1,3925466550,2597847,60682397798,40137532,37595
2,2,3049617472,2021220,65748933073,43487842,37595
2,3,123110403132,81425371,3652048031,2419879,37595
3,1,122434495848,80977287,482360,3367,37595
3,2,2118985920,1403191,5088622590,3368747,37595
3,3,3652053834,2419935,123110397259,81425314,37595
1,1,3652048031,2419879,124458597588,82317034,37605
1,2,124458591715,82316977,3652053834,2419935,37605
2,1,3925466550,2597847,60682397798,40137532,37605
2,2,3049617472,2021220,67097127529,44379505,37605
2,3,124458597588,82317034,3652048031,2419879,37605
3,1,123782690304,81868950,482360,3367,37605
3,2,2118985920,1403191,5088622590,3368747,37605
3,3,3652053834,2419935,124458591715,82316977,37605
1,1,3652048073,2419880,125806890366,83208763,37615
1,2,125806884493,83208706,3652053876,2419936,37615
2,1,3925466550,2597847,60682397798,40137532,37615
2,2,3049617514,2021221,68445420307,45271234,37615
2,3,125806890366,83208763,3652048073,2419880,37615
3,1,125130983082,82760679,482402,3368,37615
3,2,2118985920,1403191,5088622590,3368747,37615
3,3,3652053876,2419936,125806884493,83208706,37615
1,1,3652048073,2419880,127155077262,84100421,37625
1,2,127155071389,84100364,3652053876,2419936,37625
3,1,126479169978,83652337,482402,3368,37625
3,2,2118985920,1403191,5088622590,3368747,37625
3,3,3652053876,2419936,127155071389,84100364,37625
2,1,3925466550,2597847,60682397798,40137532,37625
2,2,3049617514,2021221,69793607203,46162892,37625
2,3,127155077262,84100421,3652048073,2419880,37625
1,1,3652048115,2419881,128503471344,84992217,37635
1,2,128503465471,84992160,3652053918,2419937,37635
3,1,127827564060,84544133,482444,3369,37635
3,2,2118985920,1403191,5088622590,3368747,37635
3,3,3652053918,2419937,128503465471,84992160,37635
2,1,3925466550,2597847,60682397798,40137532,37635
2,2,3049617556,2021222,71142001285,47054688,37635
2,3,128503471344,84992217,3652048115,2419881,37635
1,1,3652049627,2419882,129820192008,85863064,37645
1,2,129820186135,85863007,3652055430,2419938,37645
3,1,129144284724,85414980,483956,3370,37645
3,2,2118985920,1403191,5088622590,3368747,37645
3,3,3652055430,2419938,129820186135,85863007,37645
2,1,3925466550,2597847,60848292926,40247251,37645
2,2,3049619068,2021223,72292826821,47815816,37645
2,3,129820192008,85863064,3652049627,2419882,37645
2,1,3925466592,2597848,62219689064,41154260,37655
2,2,3049619110,2021224,72292826863,47815817,37655
2,3,131191603308,86770084,3652049711,2419884,37655
1,1,3652049711,2419884,131191505028,86770019,37655
1,2,131191512763,86769971,3652055514,2419940,37655
3,1,130515644616,86321966,484040,3372,37655
3,2,2118985920,1403191,5088622590,3368747,37655
3,3,3652055514,2419940,131191559635,86770002,37655
1,1,3652049711,2419884,132539758452,87661721,37665
1,2,132539766187,87661673,3652055514,2419940,37665
2,1,3925466592,2597848,63567954584,42045970,37665
2,2,3049619110,2021224,72292826863,47815817,37665
2,3,132539862780,87661790,3652049711,2419884,37665
3,1,131863913160,87213678,484040,3372,37665
3,2,2118985920,1403191,5088622590,3368747,37665
3,3,3652055514,2419940,132539834227,87661718,37665
2,1,3925466592,2597848,64909821320,42933448,37675
2,2,3049619110,2021224,72292826863,47815817,37675
2,3,133881729516,88549268,3652049711,2419884,37675
3,1,133205787456,88101161,484040,3372,37675
3,2,2118985920,1403191,5088622590,3368747,37675
3,3,3652055514,2419940,133881699451,88549195,37675
1,1,3652049711,2419884,133881669036,88549228,37675
1,2,133881669211,88549175,3652055514,2419940,37675
1,1,3652049711,2419884,135236224476,89445098,37685
1,2,135236229187,89445048,3652055514,2419940,37685
3,1,134560362552,88997044,484040,3372,37685
3,2,2118985920,1403191,5088622590,3368747,37685
3,3,3652055514,2419940,135236283619,89445084,37685
2,1,3925466592,2597848,66264431192,43829354,37685
2,2,3049619110,2021224,72292826863,47815817,37685
2,3,135236351484,89445182,3652049711,2419884,37685
1,1,3652049711,2419884,136584810540,90337020,37695
1,2,136584804667,90336963,3652055514,2419940,37695
2,1,3925466592,2597848,67612911416,44721206,37695
2,2,3049619110,2021224,72292826863,47815817,37695
2,3,136584810540,90337020,3652049711,2419884,37695
3,1,135908903256,89888936,484040,3372,37695
3,2,2118985920,1403191,5088622590,3368747,37695
3,3,3652055514,2419940,136584804667,90336963,37695
1,1,3652049753,2419885,137932636110,91228440,37705
1,2,137932630237,91228383,3652055556,2419941,37705
2,1,3925466634,2597849,68960736986,45612626,37705
2,2,3049619110,2021224,72292826863,47815817,37705
2,3,137932636110,91228440,3652049753,2419885,37705
3,1,137256728826,90780356,484082,3373,37705
3,2,2118985920,1403191,5088622590,3368747,37705
3,3,3652055556,2419941,137932630237,91228383,37705
2,1,3925468146,2597850,70119574694,46379055,37715
2,2,3049619110,2021224,72292826947,47815819,37715
2,3,139091473818,91994869,3652051265,2419886,37715
3,1,138415566534,91546785,485594,3374,37715
3,2,2118985920,1403191,5088622590,3368747,37715
3,3,3652057068,2419942,139091467945,91994812,37715
1,1,3652051265,2419886,139091473818,91994869,37715
1,2,139091467945,91994812,3652057068,2419942,37715
2,1,3925468188,2597851,70119969746,46379326,37725
2,2,3050013742,2021485,72292827325,47815828,37725
2,3,139091474238,91994879,3652051307,2419887,37725
3,1,138415566954,91546795,485636,3375,37725
3,2,2118985920,1403191,5088622590,3368747,37725
3,3,3652057110,2419943,139091468365,91994822,37725
1,1,3652051307,2419887,139091474238,91994879,37725
1,2,139091468365,91994822,3652057110,2419943,37725
1,1,3652051307,2419887,139091474658,91994889,37735
1,2,139091468785,91994832,3652057110,2419943,37735
2,1,3925468230,2597852,70121318912,46380229,37735
2,2,3051362488,2022378,72292827787,47815839,37735
2,3,139091474658,91994889,3652051307,2419887,37735
3,1,138415567374,91546805,485636,3375,37735
3,2,2118985920,1403191,5088622590,3368747,37735
3,3,3652057110,2419943,139091468785,91994832,37735
1,1,3652051307,2419887,139091475078,91994899,37745
1,2,139091469205,91994842,3652057110,2419943,37745
3,1,138415567794,91546815,485636,3375,37745
3,2,2118985920,1403191,5088622590,3368747,37745
3,3,3652057110,2419943,139091469205,91994842,37745
2,1,3925468230,2597852,70122668036,46381131,37745
2,2,3052711192,2023270,72292828207,47815849,37745
2,3,139091475078,91994899,3652051307,2419887,37745
1,1,3652051307,2419887,139091475498,91994909,37755
1,2,139091469625,91994852,3652057110,2419943,37755
2,1,3925468230,2597852,70124017160,46382033,37755
2,2,3054059896,2024162,72292828627,47815859,37755
2,3,139091475498,91994909,3652051307,2419887,37755
3,1,138415568214,91546825,485636,3375,37755
3,2,2118985920,1403191,5088622590,3368747,37755
3,3,3652057110,2419943,139091469625,91994852,37755
1,1,3652051307,2419887,139091475876,91994918,37765
1,2,139091470003,91994861,3652057110,2419943,37765
2,1,3925468230,2597852,70125364730,46382933,37765
2,2,3055407088,2025053,72292829005,47815868,37765
2,3,139091475876,91994918,3652051307,2419887,37765
3,1,138415568592,91546834,485636,3375,37765
3,2,2118985920,1403191,5088622590,3368747,37765
3,3,3652057110,2419943,139091470003,91994861,37765
1,1,3652051307,2419887,139091476296,91994928,37775
1,2,139091470423,91994871,3652057110,2419943,37775
2,1,3925468230,2597852,70126713854,46383835,37775
2,2,3056755792,2025945,72292829425,47815878,37775
2,3,139091476296,91994928,3652051307,2419887,37775
3,1,138415569012,91546844,485636,3375,37775
3,2,2118985920,1403191,5088622590,3368747,37775
3,3,3652057110,2419943,139091470423,91994871,37775
3,1,138415569432,91546854,485636,3375,37785
3,2,2118985920,1403191,5088622590,3368747,37785
3,3,3652057110,2419943,139091470843,91994881,37785
1,1,3652051307,2419887,139091476716,91994938,37785
1,2,139091470843,91994881,3652057110,2419943,37785
2,1,3925468272,2597853,70128063020,46384738,37785
2,2,3058104538,2026838,72292829887,47815889,37785
2,3,139091476716,91994938,3652051307,2419887,37785
1,1,3652051307,2419887,139567710180,92309915,37795
1,2,139567704307,92309858,3652057110,2419943,37795
2,1,3925468272,2597853,70129412060,46385638,37795
2,2,3059453242,2027730,72769063351,48130866,37795
2,3,139567710180,92309915,3652051307,2419887,37795
3,1,138891802896,91861831,485636,3375,37795
3,2,2118985920,1403191,5088622590,3368747,37795
3,3,3652057110,2419943,139567704307,92309858,37795
1,1,3652051349,2419888,140926482630,93208575,37805
1,2,140926476757,93208518,3652057152,2419944,37805
2,1,3925468272,2597853,70130759252,46386529,37805
2,2,3060800476,2028622,74127835801,49029526,37805
2,3,140926482630,93208575,3652051349,2419888,37805
3,1,140250575346,92760491,485678,3376,37805
3,2,2118985920,1403191,5088622590,3368747,37805
3,3,3652057152,2419944,140926476757,93208518,37805
2,1,3925468272,2597853,70132107956,46387421,37815
2,2,3062149180,2029514,75476169361,49921281,37815
2,3,142274816190,94100330,3652051349,2419888,37815
3,1,141598908906,93652246,485678,3376,37815
3,2,2118985920,1403191,5088622590,3368747,37815
3,3,3652057152,2419944,142274810317,94100273,37815
1,1,3652051349,2419888,142274816190,94100330,37815
1,2,142274810317,94100273,3652057152,2419944,37815
1,1,3652051349,2419888,143292404286,94773338,37825
1,2,143292398413,94773281,3652057152,2419944,37825
2,1,3925468314,2597854,70133456702,46388314,37825
2,2,3063497926,2030407,76493757499,50594290,37825
2,3,143292404286,94773338,3652051349,2419888,37825
3,1,142616497002,94325254,485678,3376,37825
3,2,2118985920,1403191,5088622590,3368747,37825
3,3,3652057152,2419944,143292398413,94773281,37825
1,1,3652051349,2419888,144964496358,95879219,37835
1,2,144964490485,95879162,3652057152,2419944,37835
3,1,144288589074,95431135,485678,3376,37835
3,2,2118985920,1403191,5088622590,3368747,37835
3,3,3652057152,2419944,144964490485,95879162,37835
2,1,3925468314,2597854,70134805406,46389206,37835
2,2,3064846630,2031299,78165849571,51700171,37835
2,3,144964496358,95879219,3652051349,2419888,37835
1,1,3652051391,2419889,146319676296,96775503,37845
1,2,146319681007,96775453,3652057194,2419945,37845
2,1,3925468314,2597854,70136152705,46390098,37845
2,2,3066193864,2032191,79521088477,52596494,37845
2,3,146319741312,96775546,3652051391,2419889,37845
3,1,145643797740,96327438,485720,3377,37845
3,2,2118985920,1403191,5088622590,3368747,37845
3,3,3652057194,2419945,146319709735,96775472,37845
2,1,3925468314,2597854,70137501409,46390990,37855
2,2,3067542568,2033083,80836830877,53466694,37855
2,3,147635488248,97645749,3652051391,2419889,37855
1,1,3652051391,2419889,147635374848,97645674,37855
1,2,147635368975,97645617,3652057194,2419945,37855
3,1,146959502340,97197613,485720,3377,37855
3,2,2118985920,1403191,5088622590,3368747,37855
3,3,3652057194,2419945,147635426431,97645655,37855
2,1,3925468314,2597854,70138850113,46391882,37865
2,2,3068891272,2033975,82217737453,54379992,37865
2,3,149016388776,98559043,3652051391,2419889,37865
1,1,3652051391,2419889,149016322248,98558999,37865
1,2,149016322423,98558946,3652057194,2419945,37865
3,1,148340437644,98110930,485827,3378,37865
3,2,2118985920,1403191,5088622590,3368747,37865
3,3,3652057194,2419945,149016357199,98558969,37865
2,1,3925468398,2597856,71298266917,47158694,37875
2,2,3070241572,2034870,82404088513,54503242,37875
2,3,150360819948,99448219,3652052987,2419892,37875
1,1,3652052987,2419892,150360720156,99448153,37875
1,2,150360724867,99448103,3652058790,2419948,37875
3,1,149684837064,99000085,487423,3381,37875
3,2,2118985920,1403191,5088622590,3368747,37875
3,3,3652058790,2419948,150360762667,99448128,37875
1,1,3652052987,2419892,151708695372,100339671,37885
1,2,151708689499,100339614,3652058790,2419948,37885
2,1,3925468398,2597856,72647506165,48051048,37885
2,2,3071588764,2035761,82404088513,54503242,37885
2,3,151708695372,100339671,3652052987,2419892,37885
3,1,151032788088,99891587,487423,3381,37885
3,2,2118985920,1403191,5088622590,3368747,37885
3,3,3652058790,2419948,151708689499,100339614,37885
1,1,3652052987,2419892,153057264804,101231582,37895
1,2,153057269515,101231532,3652058790,2419948,37895
3,1,152381393808,100783522,487423,3381,37895
3,2,2118985920,1403191,5088622590,3368747,37895
3,3,3652058790,2419948,153057311851,101231560,37895
2,1,3925468398,2597856,73997498389,48943900,37895
2,2,3072937468,2036653,82404088513,54503242,37895
2,3,153057357036,101231643,3652052987,2419892,37895
1,1,3652052987,2419892,154405309572,102123146,37905
1,2,154405303699,102123089,3652058790,2419948,37905
2,1,3925468398,2597856,75346817773,49836307,37905
2,2,3074286172,2037545,82404088513,54503242,37905
2,3,154405309572,102123146,3652052987,2419892,37905
3,1,153729402288,101675062,487423,3381,37905
3,2,2118985920,1403191,5088622590,3368747,37905
3,3,3652058790,2419948,154405303699,102123089,37905
1,1,3652052987,2419892,155747933820,103011125,37915
1,2,155747927947,103011068,3652058790,2419948,37915
2,1,3925468398,2597856,76690852717,50725219,37915
2,2,3075633364,2038436,82404088513,54503242,37915
2,3,155748021516,103011183,3652052987,2419892,37915
3,1,155072034096,102563046,487423,3381,37915
3,2,2118985920,1403191,5088622590,3368747,37915
3,3,3652058790,2419948,155747959699,103011089,37915
2,1,3925468482,2597858,78046295785,51621678,37925
2,2,3076982110,2039329,82404088555,54503243,37925
2,3,157102100718,103906739,3652053029,2419893,37925
1,1,3652053029,2419893,157102038726,103906698,37925
1,2,157102038901,103906645,3652058832,2419949,37925
3,1,156426154122,103458629,487465,3382,37925
3,2,2118985920,1403191,5088622590,3368747,37925
3,3,3652058832,2419949,157102066117,103906663,37925
1,1,3652053029,2419893,158450319366,104798418,37935
1,2,158450313493,104798361,3652058832,2419949,37935
2,1,3925468482,2597858,79395872209,52514255,37935
2,2,3078330814,2040221,82404088555,54503243,37935
2,3,158450319366,104798418,3652053029,2419893,37935
3,1,157774412082,104350334,487465,3382,37935
3,2,2118985920,1403191,5088622590,3368747,37935
3,3,3652058832,2419949,158450313493,104798361,37935
1,1,3652054541,2419894,159314004174,105369642,37945
1,2,159313998301,105369585,3652060344,2419950,37945
3,1,158638096890,104921558,488977,3383,37945
3,2,2118985920,1403191,5088622590,3368747,37945
3,3,3652060344,2419950,159313998301,105369585,37945
2,1,3925469994,2597859,80260905721,53086371,37945
2,2,3079679518,2041113,82404088723,54503247,37945
2,3,159314004174,105369642,3652054541,2419894,37945
2,1,3925470036,2597860,80262253375,53087273,37955
2,2,3081026710,2042004,82404089143,54503257,37955
2,3,159314004636,105369653,3652054583,2419895,37955
3,1,158638097352,104921569,489019,3384,37955
3,2,2118985920,1403191,5088622590,3368747,37955
3,3,3652060386,2419951,159313998763,105369596,37955
1,1,3652054583,2419895,159314004636,105369653,37955
1,2,159313998763,105369596,3652060386,2419951,37955
1,1,3652054583,2419895,159314005056,105369663,37965
1,2,159313999183,105369606,3652060386,2419951,37965
3,1,158638097772,104921579,489019,3384,37965
3,2,2118985920,1403191,5088622590,3368747,37965
3,3,3652060386,2419951,159313999183,105369606,37965
2,1,3925470036,2597860,80263602499,53088175,37965
2,2,3082375414,2042896,82404089563,54503267,37965
2,3,159314005056,105369663,3652054583,2419895,37965
1,1,3652054583,2419895,159314005434,105369672,37975
1,2,159313999561,105369615,3652060386,2419951,37975
2,1,3925470078,2597861,80264951623,53089077,37975
2,2,3083724160,2043789,82404089983,54503277,37975
2,3,159314005434,105369672,3652054583,2419895,37975
3,1,158638098150,104921588,489019,3384,37975
3,2,2118985920,1403191,5088622590,3368747,37975
